asin,date,manufacturer,price,rank,average_rate,num_of_rate,review_url
B00MGHIBQU,,LG,13977.0,56865.0,3.6,5,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00MGHIBQU&atag=kyoheikoga04-22&exp=2016-06-29T10%3A21%3A50Z&v=2&sig=%2FBHppafwo%2B5vRkg1ddVCVzW%2BzNXGPs%2FiP%2BrBDkjoFts%3D
B0178WQBZK,,Diesel,13821.0,240737.0,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B0178WQBZK&atag=kyoheikoga04-22&exp=2016-06-29T10%3A21%3A55Z&v=2&sig=OoBlrEs%2BIuQ5l8%2FevlrIM7lWBFcexlI8nPLotzydD24%3D
B018VHFH60,2015-11-30,CONNECTEDEVICE Ltd.,13812.0,198486.0,3.0,4,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B018VHFH60&atag=kyoheikoga04-22&exp=2016-06-29T10%3A21%3A57Z&v=2&sig=vhSHYoZgls0SBIrcNo2AHjqUrzTFQJB4yAfloqj%2BhZg%3D
B00KIKID0G,,,13098.0,291224.0,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00KIKID0G&atag=kyoheikoga04-22&exp=2016-06-29T10%3A22%3A07Z&v=2&sig=hpzr7FUttNP0%2Br4DrYEACcEuSJyZYZY9uRcKxnyTn%2BE%3D
B0178WMQJ0,,Asus,13722.0,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B0178WMQJ0&atag=kyoheikoga04-22&exp=2016-06-29T10%3A22%3A10Z&v=2&sig=fcD2zr2KyD2vRCB0hEywt9eSByLZ9jkQasjqZxn93bk%3D
B00TAUWRKC,,iradish,13800.0,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00TAUWRKC&atag=kyoheikoga04-22&exp=2016-06-29T10%3A22%3A13Z&v=2&sig=49aoeFyn3oiA134NU7cwppl8N6ZJ4v2WnOM9SeXcGyw%3D
B017933OP8,,"Shenzhen Yoluke Technology Co., Limited",13000.0,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B017933OP8&atag=kyoheikoga04-22&exp=2016-06-29T10%3A22%3A16Z&v=2&sig=dvn7nzB6i2pFOr%2FHp%2FDmXl%2BKzuRK1QP6lBR%2BjS8jI6E%3D
B0179B07E6,,"Shenzhen Yoluke Technology Co., Limited",13000.0,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B0179B07E6&atag=kyoheikoga04-22&exp=2016-06-29T10%3A22%3A19Z&v=2&sig=%2FaBC0xXoVHLin4FxPB0R56Gb%2FMPP%2FtyJWeJRb4t2xxI%3D
B00IYEBE8G,,,14800.0,14075.0,3.9,25,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00IYEBE8G&atag=kyoheikoga04-22&exp=2016-06-29T10%3A22%3A24Z&v=2&sig=PVtRYmd1oBgMNTSl%2FLGdkZixxWh%2Fm0xlngQ8XqkQcV8%3D
B00HQIN4DY,,SONY ソニー,14800.0,146207.0,3.0,2,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00HQIN4DY&atag=kyoheikoga04-22&exp=2016-06-29T10%3A22%3A30Z&v=2&sig=%2FV9Hl4S1Mi%2FHAz1SEhfBpeRAR7MDa1ZwLKF2w2niWtM%3D
B00LB2ZQ3C,,LG,14630.0,141345.0,3.2,5,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00LB2ZQ3C&atag=kyoheikoga04-22&exp=2016-06-29T10%3A22%3A34Z&v=2&sig=GjlXvyBKWtYKXxsYWFD0xqpSl3QXBAR5IMOgwkk%2BlsY%3D
B017IUMIRM,,"Shenzhen Yoluke Technology Co., Limited",14000.0,309643.0,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B017IUMIRM&atag=kyoheikoga04-22&exp=2016-06-29T10%3A22%3A40Z&v=2&sig=BZYiohQspbFIwvDa6JpC50SIl%2FfwApj5Aa2qKY1GpoY%3D
B01AXV961Y,,ZGPAX,14980.0,303973.0,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01AXV961Y&atag=kyoheikoga04-22&exp=2016-06-29T10%3A22%3A43Z&v=2&sig=uJ1LmpQF6AX7SMZACGyl5kWk%2BTEUMyLxWYRVuZzc%2BLE%3D
B0178WMNIE,,Anseahawk,14888.0,837112.0,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B0178WMNIE&atag=kyoheikoga04-22&exp=2016-06-29T10%3A22%3A46Z&v=2&sig=OLQx4bFM6bnJvimcjEbm%2Biq%2BYm5AAcSChwTV54qFUbo%3D
B017APHP82,,Electronics,14898.0,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B017APHP82&atag=kyoheikoga04-22&exp=2016-06-29T10%3A22%3A49Z&v=2&sig=0SZMapOywvKo8oYNj3s4QkbDt%2FvKNmf%2BtLU4oKBAsC8%3D
B0178WKAAW,,META WATCH LTD,14185.0,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B0178WKAAW&atag=kyoheikoga04-22&exp=2016-06-29T10%3A22%3A51Z&v=2&sig=V%2F48W1XtIDW9BeugaME1zoSlW9LTwLBUK6GDfRPLvBI%3D
B0178WMM76,,Moov,14174.0,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B0178WMM76&atag=kyoheikoga04-22&exp=2016-06-29T10%3A22%3A53Z&v=2&sig=81GX%2Fm76q51%2BD9jnKgjceikoWY1YBCJ8p9qyfPmbxBM%3D
B01A35AWZY,,Morjava Tech Limited,14888.0,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01A35AWZY&atag=kyoheikoga04-22&exp=2016-06-29T10%3A22%3A57Z&v=2&sig=mfKbI45ztAc1G74ANHYtlxk8z8GLIZoHpZP3sdyI2xg%3D
B0156VIWPC,,STK,14600.0,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B0156VIWPC&atag=kyoheikoga04-22&exp=2016-06-29T10%3A22%3A59Z&v=2&sig=RZ5wpros8RXyEhDvtmWr8KLT8jlz%2BM75CRczJqnq4NQ%3D
B0178WP08E,,Tenergy,14584.0,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B0178WP08E&atag=kyoheikoga04-22&exp=2016-06-29T10%3A23%3A03Z&v=2&sig=mcJrWRkpn12lOSW2yuUhmcCdwJihtqn%2FioxJ69d3YUc%3D
B00ZEXKOQI,,passion,14800.0,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00ZEXKOQI&atag=kyoheikoga04-22&exp=2016-06-29T10%3A23%3A05Z&v=2&sig=OTT0t61LZG6eftMV8N7lFdwSJZns3K0UqejCW3QQ%2BI8%3D
B017VP3HKQ,,"Shenzhen Yoluke Technology Co., Limited",14000.0,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B017VP3HKQ&atag=kyoheikoga04-22&exp=2016-06-29T10%3A23%3A08Z&v=2&sig=rkFpO3UyINcTfHjOnsiM2tjLmbYo%2FEMoL%2F9WZcNt5GI%3D
B010UV1XIG,2015-07-30,Withings,15109.0,11414.0,3.6,83,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B010UV1XIG&atag=kyoheikoga04-22&exp=2016-06-29T10%3A23%3A10Z&v=2&sig=bV1xBZfVAyeqeP%2B0EC2EjUeOHSxbdYOfftQMOSmDTnQ%3D
B017IHAXYK,,EasyDy,15237.0,66712.0,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B017IHAXYK&atag=kyoheikoga04-22&exp=2016-06-29T10%3A23%3A16Z&v=2&sig=y%2Ba%2FKKxC2HfZ6u62QUynHuyfIPeu8jsSiIcqijgW79o%3D
B01DZKU5QK,,EasyDy,15237.0,76292.0,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01DZKU5QK&atag=kyoheikoga04-22&exp=2016-06-29T10%3A23%3A18Z&v=2&sig=mxy0ZJSlbN%2F%2FA0GLVl24hdH77VuKVdW%2BR3e5dM3NxkA%3D
B01BHEQQ2I,,株式会社フューチャーズ,15900.0,38774.0,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01BHEQQ2I&atag=kyoheikoga04-22&exp=2016-06-29T10%3A23%3A24Z&v=2&sig=NCN5PhZsSH9w0qrS%2F8d5xE3tEAIRUL9WSz9TTBe74ZM%3D
B00Z23L6BW,,Pebble,15000.0,326556.0,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00Z23L6BW&atag=kyoheikoga04-22&exp=2016-06-29T10%3A23%3A27Z&v=2&sig=AKhN6QPie1P0M8JeFkLZjaoUElPM1Tt%2F75Z%2By2W1TfY%3D
B00N3PDTVG,,サムスン,,505118.0,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00N3PDTVG&atag=kyoheikoga04-22&exp=2016-06-29T10%3A23%3A30Z&v=2&sig=jHy8NPsHKR1llO8pOrjQMUFdmMDn0QC2kUolQy81rwU%3D
B0178WLHJK,,Apexel,15676.0,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B0178WLHJK&atag=kyoheikoga04-22&exp=2016-06-29T10%3A23%3A33Z&v=2&sig=ZYqLpZJPAAfQTgtP4RQzLJhsttx4%2FE3YydCe8lDjHFc%3D
B01HHLMJZS,,FLOVEME,15999.0,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01HHLMJZS&atag=kyoheikoga04-22&exp=2016-06-29T10%3A23%3A36Z&v=2&sig=itCRGfbxXwLTl83qH6ixKRNMOXI5XlgxKfcVp1IAHF8%3D
B014QWBW1I,,Flylinktech,15200.0,85600.0,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B014QWBW1I&atag=kyoheikoga04-22&exp=2016-06-29T10%3A23%3A39Z&v=2&sig=VOnGzqAq4eAPcarr3LpWhJdqxP3eqzM3AFvwAHLQMW0%3D
B00UT0OXB8,,Origin,15800.0,971837.0,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00UT0OXB8&atag=kyoheikoga04-22&exp=2016-06-29T10%3A23%3A41Z&v=2&sig=GPopdUQdWxX%2BgHjZuVC9%2BZnnXQpx32gtWLPdZUGccbM%3D
B01DXWXSDC,,RANG,15600.0,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01DXWXSDC&atag=kyoheikoga04-22&exp=2016-06-29T10%3A23%3A43Z&v=2&sig=dOfZjXYbR75Ujd4SdLTcEk2y0bPvg6QtT1%2FqWuwTb98%3D
B01DXX6HYS,,RANG,15600.0,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01DXX6HYS&atag=kyoheikoga04-22&exp=2016-06-29T10%3A23%3A46Z&v=2&sig=2TvqcBv%2FL3qwJRfcCi%2F5ubZZnBD70kO%2BywhEG%2F%2FZS9A%3D
B01DXX9N4E,,RANG,15600.0,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01DXX9N4E&atag=kyoheikoga04-22&exp=2016-06-29T10%3A23%3A48Z&v=2&sig=n%2FmF1WvliB5Dy%2FS41AIaHDPYWr67DrDgpJjvO9QxpAU%3D
B00UJV9VSC,,STK,15000.0,974201.0,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00UJV9VSC&atag=kyoheikoga04-22&exp=2016-06-29T10%3A23%3A51Z&v=2&sig=44dnJpiNERxgNfobw8crrlgFurrHnbG%2BWIWD8YHN5Ak%3D
B00UJVEZGA,,STK,15800.0,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00UJVEZGA&atag=kyoheikoga04-22&exp=2016-06-29T10%3A23%3A53Z&v=2&sig=chO4IMPgHQP8JP6%2BMIa%2Bqo5Q5%2BHgnh1VGmd5M5zep6Q%3D
B00UJVJDJO,,STK,15800.0,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00UJVJDJO&atag=kyoheikoga04-22&exp=2016-06-29T10%3A23%3A55Z&v=2&sig=XAy0vy6P59yJkBYzhUtcsn0V5vxGrlSe3W%2FQx56e2rI%3D
B00Y2CYZ5I,,Pebble,16600.0,26927.0,4.5,59,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00Y2CYZ5I&atag=kyoheikoga04-22&exp=2016-06-29T10%3A23%3A58Z&v=2&sig=vfu%2BxTq7aB7bylkhgo%2Fn%2FkVZQQpmlpAAsp3loQiMWrk%3D
B01EMZ4H5W,,EasyDy,16168.0,171733.0,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01EMZ4H5W&atag=kyoheikoga04-22&exp=2016-06-29T10%3A24%3A03Z&v=2&sig=FsJLu56%2B0VMVyNL1xSDWjPYI%2BU501ZzDUCVjEHQ0wM8%3D
B01EMZ4VPS,,EasyDy,16634.0,238024.0,1.0,1,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01EMZ4VPS&atag=kyoheikoga04-22&exp=2016-06-29T10%3A24%3A05Z&v=2&sig=y3o%2Fwq9s419a1QTbwDYymnk24G8lhHkrTwbe%2Fsx%2BRpc%3D
B017U2Q4DW,,EasyDy,16013.0,141421.0,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B017U2Q4DW&atag=kyoheikoga04-22&exp=2016-06-29T10%3A24%3A11Z&v=2&sig=pSULjqmnc0XENz%2BYtMelm%2B0s1BBi%2F327IIsXeXp7eec%3D
B00Q9KEIAI,,LG,16400.0,163189.0,4.2,6,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00Q9KEIAI&atag=kyoheikoga04-22&exp=2016-06-29T10%3A24%3A13Z&v=2&sig=u1SvzcP7OhZAQaENKBnKdh2G5BUlPnqrrVj%2FlGqqSQY%3D
B00Z8SFDUG,,Faith ism,16500.0,505487.0,5.0,1,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00Z8SFDUG&atag=kyoheikoga04-22&exp=2016-06-29T10%3A24%3A18Z&v=2&sig=huZRg5dVzDdUODASlR2hKszAKVyrguqi23fnLcZBjS0%3D
B019ONO7L6,,passion,16800.0,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B019ONO7L6&atag=kyoheikoga04-22&exp=2016-06-29T10%3A24%3A23Z&v=2&sig=xf2%2B0Wp4otoL%2FSJ4DnVICVkJC5eonSy0HTu4qMBzifM%3D
B00QFCXGGM,,ASUSTek,16155.0,232664.0,3.0,3,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00QFCXGGM&atag=kyoheikoga04-22&exp=2016-06-29T10%3A24%3A25Z&v=2&sig=OsvEUZj6pY8yL7iTHlSOm6dLu%2B2ZMqKsBTfzFbDoztc%3D
B00ZOOXQEE,,passion,16800.0,369223.0,2.5,2,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00ZOOXQEE&atag=kyoheikoga04-22&exp=2016-06-29T10%3A24%3A30Z&v=2&sig=EcBQzFNlxeW9zATfKRWJpoLCqKR0xlj4gyFvU6Ptets%3D
B01EUKR7OW,,株式会社フューチャーズ,16980.0,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01EUKR7OW&atag=kyoheikoga04-22&exp=2016-06-29T10%3A24%3A35Z&v=2&sig=P4ulHmUsBP5T%2BDl1iEb6H1OsadIbDZV4hkhwQzcjlpY%3D
B0118HQZH0,,Faith iSM,16800.0,945102.0,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B0118HQZH0&atag=kyoheikoga04-22&exp=2016-06-29T10%3A24%3A37Z&v=2&sig=7Y%2FxvIIBzkLT2np0dHMHvbhNFukgmDqJyY5zItZ2Cgk%3D
B00J8LVJQG,,,16680.0,188026.0,2.0,2,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00J8LVJQG&atag=kyoheikoga04-22&exp=2016-06-29T10%3A24%3A40Z&v=2&sig=Gl3Fg4f9FmkvV42Wm0YOH%2FWLoUrt0wZjxvV7vhrLML8%3D
B01EX77GJS,,MeeGo,16000.0,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01EX77GJS&atag=kyoheikoga04-22&exp=2016-06-29T10%3A24%3A44Z&v=2&sig=0J0hztGj%2BPLMOeNnZiDkwaU9ClpI8WAH8gqd2X2HZtU%3D
B01FS2NWDQ,,Unbranded,16800.0,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01FS2NWDQ&atag=kyoheikoga04-22&exp=2016-06-29T10%3A24%3A47Z&v=2&sig=swu3nTBoXUHD9fiVJEeoauiXf4uKmXs6Pehj26T1yyo%3D
B01FS8DE6U,,Unbranded/Generic,16800.0,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01FS8DE6U&atag=kyoheikoga04-22&exp=2016-06-29T10%3A24%3A49Z&v=2&sig=2qyI685%2FbpASvCAhat21gysRXnhKGtrbYeihJdhQzZI%3D
B0178WPXP4,,HopCentury,16800.0,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B0178WPXP4&atag=kyoheikoga04-22&exp=2016-06-29T10%3A24%3A51Z&v=2&sig=7XQmAHoc%2BrAzl3Ui1qw2GNcow4dH5YVvuCXsLG7J0hw%3D
B01EN7QOO6,,inWatch,16557.0,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01EN7QOO6&atag=kyoheikoga04-22&exp=2016-06-29T10%3A24%3A54Z&v=2&sig=BNhTOIBiMW6r62XuZTwx%2Fey6PFKvIlpkM4j8eWk8Umg%3D
B019JQGN10,,faith ism,16800.0,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B019JQGN10&atag=kyoheikoga04-22&exp=2016-06-29T10%3A24%3A56Z&v=2&sig=yd4YanQJKLOk7y7meOZBWZfIHgf%2BynxrRral0KpznHE%3D
B016OD9YEY,,Asus,17900.0,5573.0,4.6,7,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B016OD9YEY&atag=kyoheikoga04-22&exp=2016-06-29T10%3A24%3A58Z&v=2&sig=MWc7v1g2c38NzUPuiLXLOySf2JIfRcaMPCGbSswN2v8%3D
B01GC9NFDQ,,SRI SHOP,17940.0,131485.0,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01GC9NFDQ&atag=kyoheikoga04-22&exp=2016-06-29T10%3A25%3A03Z&v=2&sig=qCUP7z1pHUbb%2FQiYzovWGUwCIPHNvo5Yw%2B%2BsWTShN78%3D
B0103IX8DY,,Pebble,17200.0,52523.0,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B0103IX8DY&atag=kyoheikoga04-22&exp=2016-06-29T10%3A25%3A06Z&v=2&sig=FJj%2BYCQqtR7OsP56wHFu1%2BFm7LeiuFu5ZtOTvVfO%2Blo%3D
B01CU4XORY,,Sony,17800.0,326042.0,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01CU4XORY&atag=kyoheikoga04-22&exp=2016-06-29T10%3A25%3A08Z&v=2&sig=Ch6ZKH%2BW8RLa241KaEn2lZxtRBzIDIqnk5QnlTIAie8%3D
B00H6JQB88,,Samsung,17500.0,253188.0,4.5,4,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00H6JQB88&atag=kyoheikoga04-22&exp=2016-06-29T10%3A25%3A10Z&v=2&sig=qxu1T4P4TgJQ9HvVF9NvHYrPqRv6vM5LvkVuzWqYzo4%3D
B01ELF8AR4,,Apro,17707.0,1019236.0,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01ELF8AR4&atag=kyoheikoga04-22&exp=2016-06-29T10%3A25%3A15Z&v=2&sig=Z798AdOmHu5WTfNBY9sY0gxXoucsomo7ak22yoJNJp8%3D
B01CFXTFEG,,LIKECAR,17008.0,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01CFXTFEG&atag=kyoheikoga04-22&exp=2016-06-29T10%3A25%3A17Z&v=2&sig=jPRVh3vM3VYCjFSipRbe3U7kYtIn1ozcV8y%2B6NjVNWE%3D
B0178WMMTY,,Epik,17986.0,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B0178WMMTY&atag=kyoheikoga04-22&exp=2016-06-29T10%3A25%3A20Z&v=2&sig=4wqvMxI07UyGqRrlmxVFhwO2LMD9QOifnKxywhLIkTE%3D
B018Z1LKMW,,MyKronoz,17800.0,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B018Z1LKMW&atag=kyoheikoga04-22&exp=2016-06-29T10%3A25%3A22Z&v=2&sig=EEeWiQY5YLXgS%2BK4Bd31Bry2AN9zCJQo8PWVeQKUFfE%3D
B01HHLZOM8,,NO.1,17980.0,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01HHLZOM8&atag=kyoheikoga04-22&exp=2016-06-29T10%3A25%3A25Z&v=2&sig=O2HzIuHH7z3I%2BOfhmPdjHxh%2FDwVCeRfwyfZnsR9C6N0%3D
B01HHLWOJO,,NO.1,17980.0,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01HHLWOJO&atag=kyoheikoga04-22&exp=2016-06-29T10%3A25%3A27Z&v=2&sig=yT9gSxaaH9Pq%2B4YwAdOT8%2Fq58rMDEfmEOGsKKKSTmhA%3D
B01DNNWT9A,,RZHHC,17955.0,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01DNNWT9A&atag=kyoheikoga04-22&exp=2016-06-29T10%3A25%3A31Z&v=2&sig=r05Wqgrk5uwcqwHb62BeGYDVX37WcevmkQMpOWqA8sY%3D
B0041G52PC,2010-11-11,Sleep tracker(スリープトラッカー),18780.0,2059.0,3.3,26,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B0041G52PC&atag=kyoheikoga04-22&exp=2016-06-29T10%3A25%3A33Z&v=2&sig=hOEu2l2A86x8FcyLneC89sfi4j8NRznQEatFjEEXVAA%3D
B01FUIUHRC,,IQI,18999.0,89392.0,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01FUIUHRC&atag=kyoheikoga04-22&exp=2016-06-29T10%3A25%3A38Z&v=2&sig=9JiWRfT8LR38dRWIVrpsyHrvXtTU%2Bx0l2KExZ%2FyAoHQ%3D
B00JL68J6Q,,,18250.0,113718.0,3.2,21,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00JL68J6Q&atag=kyoheikoga04-22&exp=2016-06-29T10%3A25%3A41Z&v=2&sig=rY%2FOT3rB5zWP5ecyh0I0aMk7WnlI0zS5mHMRPDW1Ltg%3D
B01FRYT1JY,,Unbranded/Generic,18800.0,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01FRYT1JY&atag=kyoheikoga04-22&exp=2016-06-29T10%3A25%3A51Z&v=2&sig=Nzd4rHvEelgVfKOSsNHw%2Ftnfxk2iPaqjPgFRfZTUqQY%3D
B01BHER09Q,,株式会社フューチャーズ,18000.0,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01BHER09Q&atag=kyoheikoga04-22&exp=2016-06-29T10%3A25%3A53Z&v=2&sig=iSbOcsqZU2DbVrg1dr8Kf26BhTvTTxeHJvUA%2BbaxheU%3D
B01GCFE38G,,Garmin,18800.0,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01GCFE38G&atag=kyoheikoga04-22&exp=2016-06-29T10%3A25%3A55Z&v=2&sig=0Jrj8VS3Way9f%2BxzTCfJPtd2CWJkHTUuAj4UmE9eVNw%3D
